customer_id,credit_score,risk_grade,external_active_loans,external_overdue_amount,bureau_pull_date
1643,697,LOW,1,0,2025-01-01
1644,712,LOW,4,0,2025-01-01
1645,377,MEDIUM,4,0,2025-01-01
1646,383,HIGH,3,0,2025-01-01
1647,361,MEDIUM,1,0,2025-01-01
1648,804,MEDIUM,3,15000,2025-01-01
1649,648,MEDIUM,2,0,2025-01-01
1650,676,LOW,1,0,2025-01-01
1651,672,HIGH,3,15000,2025-01-01
1652,778,LOW,1,15000,2025-01-01
1653,303,LOW,3,5000,2025-01-01
1654,316,LOW,3,15000,2025-01-01
1655,565,LOW,4,0,2025-01-01
1656,392,HIGH,4,0,2025-01-01
1657,677,MEDIUM,0,0,2025-01-01
1658,374,HIGH,0,15000,2025-01-01
1659,687,MEDIUM,0,0,2025-01-01
1660,695,LOW,4,0,2025-01-01
1661,356,MEDIUM,1,0,2025-01-01
1662,661,MEDIUM,4,0,2025-01-01
1663,351,HIGH,4,0,2025-01-01
1664,667,LOW,4,15000,2025-01-01
1665,455,HIGH,4,0,2025-01-01
1666,384,MEDIUM,4,0,2025-01-01
1667,597,HIGH,2,0,2025-01-01
1668,507,LOW,4,15000,2025-01-01
1669,611,MEDIUM,4,0,2025-01-01
1670,374,LOW,4,0,2025-01-01
1671,632,HIGH,0,0,2025-01-01
1672,660,MEDIUM,2,0,2025-01-01
1673,777,MEDIUM,2,0,2025-01-01
1674,803,LOW,2,0,2025-01-01
1675,562,MEDIUM,1,0,2025-01-01
1676,422,MEDIUM,4,0,2025-01-01
1677,301,MEDIUM,3,0,2025-01-01
1678,373,LOW,4,0,2025-01-01
1679,721,MEDIUM,1,0,2025-01-01
1680,652,LOW,3,0,2025-01-01
1681,367,LOW,4,0,2025-01-01
1682,425,HIGH,1,0,2025-01-01
1683,445,MEDIUM,1,5000,2025-01-01
1684,520,LOW,3,0,2025-01-01
1685,553,MEDIUM,2,15000,2025-01-01
1686,379,LOW,1,5000,2025-01-01
1687,681,MEDIUM,3,5000,2025-01-01
1688,710,MEDIUM,3,0,2025-01-01
1689,782,LOW,1,5000,2025-01-01
1690,725,MEDIUM,3,0,2025-01-01
1691,620,MEDIUM,2,0,2025-01-01
1692,312,HIGH,3,0,2025-01-01
1693,592,HIGH,2,0,2025-01-01
1694,801,HIGH,4,5000,2025-01-01
1695,308,HIGH,1,0,2025-01-01
1696,654,LOW,1,0,2025-01-01
1697,778,HIGH,3,0,2025-01-01
1698,609,MEDIUM,4,0,2025-01-01
1699,765,MEDIUM,0,0,2025-01-01
1700,449,HIGH,0,0,2025-01-01
1701,388,LOW,2,0,2025-01-01
1702,734,HIGH,1,0,2025-01-01
1703,427,HIGH,0,0,2025-01-01
1704,749,MEDIUM,2,5000,2025-01-01
1705,516,LOW,1,0,2025-01-01
1706,514,MEDIUM,3,5000,2025-01-01
1707,568,HIGH,1,5000,2025-01-01
1708,739,MEDIUM,3,0,2025-01-01
1709,501,MEDIUM,3,0,2025-01-01
1710,357,HIGH,0,0,2025-01-01
1711,729,LOW,3,0,2025-01-01
1712,776,LOW,4,5000,2025-01-01
1713,786,MEDIUM,4,5000,2025-01-01
1714,745,MEDIUM,4,0,2025-01-01
1715,341,MEDIUM,0,5000,2025-01-01
1716,624,HIGH,3,0,2025-01-01
1717,501,MEDIUM,4,0,2025-01-01
1718,308,LOW,0,0,2025-01-01
1719,772,HIGH,4,5000,2025-01-01
1720,649,MEDIUM,1,5000,2025-01-01
1721,567,MEDIUM,1,5000,2025-01-01
1722,447,MEDIUM,0,15000,2025-01-01
1723,347,LOW,4,0,2025-01-01
1724,684,LOW,2,5000,2025-01-01
1725,476,MEDIUM,3,15000,2025-01-01
1726,556,LOW,3,0,2025-01-01
1727,498,LOW,3,0,2025-01-01
1728,451,LOW,4,15000,2025-01-01
1729,727,MEDIUM,4,15000,2025-01-01
1730,580,HIGH,0,0,2025-01-01
1731,523,MEDIUM,1,15000,2025-01-01
1732,469,HIGH,1,5000,2025-01-01
1733,698,MEDIUM,3,15000,2025-01-01
1734,659,LOW,2,15000,2025-01-01
1735,318,LOW,2,0,2025-01-01
1736,782,MEDIUM,3,0,2025-01-01
1737,518,MEDIUM,0,0,2025-01-01
1738,432,HIGH,3,0,2025-01-01
1739,800,LOW,4,15000,2025-01-01
1740,646,LOW,2,0,2025-01-01
1741,771,HIGH,1,5000,2025-01-01
1742,748,HIGH,0,0,2025-01-01
1743,708,HIGH,4,15000,2025-01-01
1744,408,MEDIUM,2,0,2025-01-01
1745,324,LOW,3,0,2025-01-01
1746,592,MEDIUM,3,15000,2025-01-01
1747,805,LOW,2,5000,2025-01-01
1748,654,LOW,4,0,2025-01-01
1749,611,HIGH,3,0,2025-01-01
1750,751,LOW,3,5000,2025-01-01
1751,427,HIGH,4,5000,2025-01-01
1752,781,MEDIUM,2,15000,2025-01-01
1753,770,MEDIUM,2,15000,2025-01-01
1754,611,LOW,0,0,2025-01-01
1755,624,HIGH,3,0,2025-01-01
1756,559,MEDIUM,4,0,2025-01-01
1757,812,MEDIUM,1,5000,2025-01-01
1758,542,HIGH,4,5000,2025-01-01
1759,408,MEDIUM,2,0,2025-01-01
1760,558,LOW,0,0,2025-01-01
1761,649,MEDIUM,3,0,2025-01-01
1762,401,LOW,2,5000,2025-01-01
1763,585,HIGH,4,0,2025-01-01
1764,445,HIGH,4,0,2025-01-01
1765,577,MEDIUM,1,0,2025-01-01
1766,308,LOW,3,0,2025-01-01
1767,838,LOW,1,0,2025-01-01
1768,531,MEDIUM,3,0,2025-01-01
1769,361,HIGH,1,0,2025-01-01
1770,671,HIGH,1,0,2025-01-01
1771,378,MEDIUM,2,0,2025-01-01
1772,689,MEDIUM,2,0,2025-01-01
1773,331,HIGH,0,0,2025-01-01
1774,659,MEDIUM,0,15000,2025-01-01
1775,379,HIGH,3,0,2025-01-01
1776,439,HIGH,2,15000,2025-01-01
1777,549,LOW,0,0,2025-01-01
1778,324,MEDIUM,1,15000,2025-01-01
1779,627,HIGH,0,0,2025-01-01
1780,666,MEDIUM,3,5000,2025-01-01
1781,791,LOW,0,0,2025-01-01
1782,733,HIGH,3,0,2025-01-01
1783,463,MEDIUM,3,0,2025-01-01
1784,527,LOW,0,0,2025-01-01
1785,477,LOW,1,0,2025-01-01
1786,423,LOW,3,0,2025-01-01
1787,339,HIGH,3,5000,2025-01-01
1788,622,MEDIUM,2,0,2025-01-01
1789,606,MEDIUM,1,0,2025-01-01
1790,791,LOW,3,0,2025-01-01
1791,838,LOW,3,0,2025-01-01
1792,405,MEDIUM,2,0,2025-01-01
1793,521,LOW,4,15000,2025-01-01
1794,481,LOW,0,0,2025-01-01
1795,523,MEDIUM,2,0,2025-01-01
1796,626,HIGH,3,15000,2025-01-01
1797,654,MEDIUM,2,0,2025-01-01
1798,698,MEDIUM,3,0,2025-01-01
1799,766,LOW,3,0,2025-01-01
1800,472,LOW,0,0,2025-01-01
1801,717,LOW,3,15000,2025-01-01
1802,819,HIGH,0,0,2025-01-01
1803,388,HIGH,1,0,2025-01-01
1804,438,LOW,4,0,2025-01-01
1805,687,LOW,0,0,2025-01-01
1806,375,MEDIUM,0,0,2025-01-01
1807,558,HIGH,2,15000,2025-01-01
1808,415,LOW,4,15000,2025-01-01
1809,422,HIGH,4,0,2025-01-01
1810,822,LOW,1,15000,2025-01-01
1811,537,LOW,2,0,2025-01-01
1812,621,MEDIUM,4,0,2025-01-01
1813,841,LOW,2,0,2025-01-01
1814,794,HIGH,2,0,2025-01-01
1815,490,LOW,0,15000,2025-01-01
1816,569,HIGH,0,5000,2025-01-01
1817,458,MEDIUM,2,0,2025-01-01
1818,346,MEDIUM,1,0,2025-01-01
1819,755,LOW,1,15000,2025-01-01
1820,746,MEDIUM,1,0,2025-01-01
1821,619,LOW,3,15000,2025-01-01
1822,639,MEDIUM,3,0,2025-01-01
1823,786,HIGH,3,15000,2025-01-01
1824,601,LOW,3,0,2025-01-01
1825,458,HIGH,2,0,2025-01-01
1826,520,HIGH,2,0,2025-01-01
1827,432,MEDIUM,4,5000,2025-01-01
1828,832,HIGH,0,0,2025-01-01
1829,722,LOW,2,0,2025-01-01
1830,830,MEDIUM,3,15000,2025-01-01
1831,474,MEDIUM,1,0,2025-01-01
1832,606,LOW,1,0,2025-01-01
1833,345,MEDIUM,3,0,2025-01-01
1834,462,HIGH,2,5000,2025-01-01
1835,602,LOW,2,0,2025-01-01
1836,677,HIGH,0,0,2025-01-01
1837,463,MEDIUM,4,0,2025-01-01
1838,369,HIGH,1,0,2025-01-01
1839,600,MEDIUM,4,0,2025-01-01
1840,603,LOW,4,0,2025-01-01
1841,788,LOW,1,0,2025-01-01
1842,618,LOW,2,5000,2025-01-01
1843,585,HIGH,2,0,2025-01-01
1844,468,HIGH,4,15000,2025-01-01
1845,401,MEDIUM,1,5000,2025-01-01
1846,811,LOW,4,15000,2025-01-01
1847,594,LOW,2,0,2025-01-01
1848,744,MEDIUM,3,0,2025-01-01
1849,613,LOW,3,5000,2025-01-01
1850,465,HIGH,4,5000,2025-01-01
1851,565,LOW,0,0,2025-01-01
1852,401,HIGH,4,15000,2025-01-01
1853,365,HIGH,1,0,2025-01-01
1854,699,MEDIUM,1,0,2025-01-01
1855,623,LOW,0,0,2025-01-01
1856,370,MEDIUM,2,0,2025-01-01
1857,551,LOW,0,0,2025-01-01
1858,653,MEDIUM,2,0,2025-01-01
1859,814,HIGH,3,0,2025-01-01
1860,812,MEDIUM,3,0,2025-01-01
1861,306,HIGH,2,0,2025-01-01
1862,403,HIGH,3,0,2025-01-01
1863,421,HIGH,4,5000,2025-01-01
1864,506,LOW,1,0,2025-01-01
1865,704,LOW,1,5000,2025-01-01
1866,834,MEDIUM,2,0,2025-01-01
1867,341,HIGH,3,0,2025-01-01
1868,657,HIGH,3,5000,2025-01-01
1869,519,LOW,3,0,2025-01-01
1870,427,HIGH,0,0,2025-01-01
1871,683,MEDIUM,0,0,2025-01-01
1872,546,LOW,0,0,2025-01-01
1873,695,LOW,4,0,2025-01-01
1874,333,MEDIUM,1,15000,2025-01-01
1875,549,HIGH,0,0,2025-01-01
1876,826,LOW,4,15000,2025-01-01
1877,500,MEDIUM,0,0,2025-01-01
1878,357,LOW,3,0,2025-01-01
1879,585,HIGH,2,0,2025-01-01
1880,458,MEDIUM,0,0,2025-01-01
1881,429,MEDIUM,2,0,2025-01-01
1882,642,HIGH,4,0,2025-01-01
1883,693,HIGH,4,15000,2025-01-01
1884,324,HIGH,3,0,2025-01-01
1885,358,MEDIUM,4,0,2025-01-01
1886,599,HIGH,3,0,2025-01-01
1887,725,HIGH,3,0,2025-01-01
1888,691,MEDIUM,2,5000,2025-01-01
1889,395,HIGH,2,0,2025-01-01
1890,355,MEDIUM,2,0,2025-01-01
1891,751,HIGH,1,0,2025-01-01
1892,598,LOW,2,0,2025-01-01
1893,386,HIGH,2,15000,2025-01-01
1894,847,MEDIUM,0,0,2025-01-01
1895,452,HIGH,4,0,2025-01-01
1896,608,LOW,0,0,2025-01-01
1897,676,MEDIUM,3,0,2025-01-01
1898,473,MEDIUM,3,0,2025-01-01
1899,440,LOW,1,0,2025-01-01
1900,464,HIGH,4,0,2025-01-01
1901,414,HIGH,1,0,2025-01-01
1902,653,LOW,1,5000,2025-01-01
1903,550,MEDIUM,4,0,2025-01-01
1904,770,LOW,1,0,2025-01-01
1905,492,HIGH,3,5000,2025-01-01
1906,505,MEDIUM,4,0,2025-01-01
1907,624,HIGH,2,0,2025-01-01
1908,812,LOW,1,0,2025-01-01
1909,519,LOW,4,0,2025-01-01
1910,812,LOW,4,15000,2025-01-01
1911,785,LOW,4,0,2025-01-01
1912,317,LOW,1,5000,2025-01-01
1913,677,LOW,0,0,2025-01-01
1914,728,HIGH,2,5000,2025-01-01
1915,790,MEDIUM,4,0,2025-01-01
1916,639,MEDIUM,1,0,2025-01-01
1917,719,MEDIUM,3,0,2025-01-01
1918,716,LOW,2,15000,2025-01-01
1919,836,HIGH,4,0,2025-01-01
1920,509,LOW,0,5000,2025-01-01
1921,403,HIGH,4,15000,2025-01-01
1922,474,HIGH,2,0,2025-01-01
1923,819,MEDIUM,3,5000,2025-01-01
1924,460,MEDIUM,2,0,2025-01-01
1925,529,HIGH,4,15000,2025-01-01
1926,653,LOW,4,5000,2025-01-01
1927,848,MEDIUM,3,0,2025-01-01
1928,316,HIGH,2,0,2025-01-01
1929,301,HIGH,2,15000,2025-01-01
1930,829,LOW,3,0,2025-01-01
1931,589,HIGH,1,5000,2025-01-01
1932,823,HIGH,3,5000,2025-01-01
1933,773,MEDIUM,2,5000,2025-01-01
1934,748,MEDIUM,2,15000,2025-01-01
1935,423,LOW,3,0,2025-01-01
1936,597,MEDIUM,4,0,2025-01-01
1937,559,HIGH,2,0,2025-01-01
1938,802,MEDIUM,1,0,2025-01-01
1939,632,MEDIUM,4,0,2025-01-01
1940,413,MEDIUM,1,0,2025-01-01
1941,563,LOW,3,5000,2025-01-01
1942,634,LOW,2,0,2025-01-01
1943,387,MEDIUM,3,5000,2025-01-01
1944,577,HIGH,4,0,2025-01-01
1945,611,LOW,2,0,2025-01-01
1946,496,HIGH,3,15000,2025-01-01
1947,371,HIGH,3,15000,2025-01-01
1948,820,LOW,0,0,2025-01-01
1949,679,MEDIUM,4,0,2025-01-01
1950,496,HIGH,2,0,2025-01-01
1951,676,HIGH,4,15000,2025-01-01
1952,616,MEDIUM,0,15000,2025-01-01
1953,821,MEDIUM,4,0,2025-01-01
1954,439,LOW,3,0,2025-01-01
1955,623,MEDIUM,2,0,2025-01-01
1956,828,HIGH,2,0,2025-01-01
1957,388,MEDIUM,2,0,2025-01-01
1958,468,HIGH,2,0,2025-01-01
1959,656,LOW,0,5000,2025-01-01
1960,723,LOW,2,0,2025-01-01
1961,684,LOW,4,0,2025-01-01
1962,594,MEDIUM,1,0,2025-01-01
1963,580,HIGH,0,0,2025-01-01
1964,511,HIGH,0,15000,2025-01-01
1965,820,MEDIUM,4,5000,2025-01-01
1966,321,MEDIUM,4,15000,2025-01-01
1967,693,LOW,2,15000,2025-01-01
1968,679,LOW,2,5000,2025-01-01
1969,324,LOW,1,0,2025-01-01
1970,304,HIGH,2,0,2025-01-01
1971,567,MEDIUM,0,5000,2025-01-01
1972,825,LOW,4,0,2025-01-01
1973,341,LOW,1,0,2025-01-01
1974,647,MEDIUM,1,0,2025-01-01
1975,827,LOW,3,0,2025-01-01
1976,392,MEDIUM,1,0,2025-01-01
1977,788,MEDIUM,3,0,2025-01-01
1978,622,HIGH,0,0,2025-01-01
1979,692,LOW,1,15000,2025-01-01
1980,419,HIGH,2,15000,2025-01-01
1981,734,LOW,4,0,2025-01-01
1982,747,HIGH,3,0,2025-01-01
1983,312,MEDIUM,3,15000,2025-01-01
1984,743,MEDIUM,0,0,2025-01-01
1985,399,MEDIUM,0,0,2025-01-01
1986,485,HIGH,0,0,2025-01-01
1987,704,HIGH,3,0,2025-01-01
1988,561,HIGH,2,5000,2025-01-01
1989,785,LOW,3,5000,2025-01-01
1990,617,LOW,3,15000,2025-01-01
1991,543,MEDIUM,0,0,2025-01-01
1992,615,MEDIUM,3,5000,2025-01-01
1993,810,LOW,4,0,2025-01-01
1994,734,MEDIUM,1,5000,2025-01-01
1995,752,LOW,2,0,2025-01-01
1996,816,LOW,3,0,2025-01-01
1997,474,HIGH,1,5000,2025-01-01
1998,305,MEDIUM,2,0,2025-01-01
1999,783,LOW,3,0,2025-01-01
2000,651,MEDIUM,4,0,2025-01-01
2001,450,MEDIUM,4,5000,2025-01-01
2002,736,MEDIUM,4,15000,2025-01-01
2003,308,HIGH,1,0,2025-01-01
2004,450,LOW,0,5000,2025-01-01
2005,512,LOW,3,0,2025-01-01
2006,333,HIGH,2,0,2025-01-01
2007,500,LOW,3,0,2025-01-01
2008,766,MEDIUM,0,0,2025-01-01
2009,838,LOW,2,15000,2025-01-01
2010,689,LOW,1,5000,2025-01-01
2011,668,MEDIUM,3,0,2025-01-01
2012,688,MEDIUM,0,0,2025-01-01
2013,401,HIGH,1,5000,2025-01-01
2014,545,LOW,2,15000,2025-01-01
2015,583,LOW,1,0,2025-01-01
2016,387,LOW,2,0,2025-01-01
2017,505,MEDIUM,0,0,2025-01-01
2018,365,MEDIUM,3,5000,2025-01-01
2019,714,LOW,4,0,2025-01-01
2020,576,MEDIUM,1,0,2025-01-01
2021,461,LOW,0,0,2025-01-01
2022,511,HIGH,2,5000,2025-01-01
2023,372,HIGH,2,0,2025-01-01
2024,547,MEDIUM,0,0,2025-01-01
2025,327,HIGH,1,5000,2025-01-01
2026,847,MEDIUM,4,0,2025-01-01
2027,395,HIGH,2,15000,2025-01-01
2028,750,HIGH,0,15000,2025-01-01
2029,607,LOW,1,0,2025-01-01
2030,675,HIGH,1,15000,2025-01-01
2031,582,MEDIUM,2,0,2025-01-01
2032,487,HIGH,3,15000,2025-01-01
2033,607,MEDIUM,4,0,2025-01-01
2034,353,LOW,3,0,2025-01-01
2035,392,MEDIUM,1,0,2025-01-01
2036,513,MEDIUM,4,15000,2025-01-01
2037,531,HIGH,2,0,2025-01-01
2038,686,LOW,4,0,2025-01-01
2039,382,MEDIUM,3,0,2025-01-01
2040,806,MEDIUM,0,0,2025-01-01
2041,362,HIGH,2,15000,2025-01-01
2042,400,MEDIUM,0,0,2025-01-01
2043,677,MEDIUM,1,0,2025-01-01
2044,800,LOW,4,5000,2025-01-01
2045,456,MEDIUM,0,0,2025-01-01
2046,801,HIGH,4,5000,2025-01-01
2047,526,MEDIUM,1,0,2025-01-01
2048,316,LOW,2,0,2025-01-01
2049,764,LOW,3,0,2025-01-01
2050,406,HIGH,4,0,2025-01-01
2051,774,HIGH,3,0,2025-01-01
2052,789,HIGH,0,0,2025-01-01
2053,549,MEDIUM,0,0,2025-01-01
2054,751,MEDIUM,1,0,2025-01-01
2055,301,LOW,2,0,2025-01-01
2056,752,MEDIUM,0,0,2025-01-01
2057,382,MEDIUM,2,0,2025-01-01
2058,679,MEDIUM,3,5000,2025-01-01
2059,306,HIGH,0,0,2025-01-01
2060,477,MEDIUM,3,0,2025-01-01
2061,578,HIGH,2,0,2025-01-01
2062,512,HIGH,3,0,2025-01-01
2063,605,LOW,3,5000,2025-01-01
2064,328,LOW,4,15000,2025-01-01
2065,351,HIGH,2,0,2025-01-01
2066,628,HIGH,1,0,2025-01-01
2067,557,LOW,0,0,2025-01-01
2068,545,LOW,1,5000,2025-01-01
2069,358,HIGH,0,0,2025-01-01
2070,713,HIGH,4,0,2025-01-01
2071,489,LOW,0,5000,2025-01-01
2072,488,LOW,3,0,2025-01-01
2073,606,LOW,0,15000,2025-01-01
2074,378,LOW,4,15000,2025-01-01
2075,542,HIGH,0,15000,2025-01-01
2076,500,LOW,0,5000,2025-01-01
2077,394,LOW,3,5000,2025-01-01
2078,440,HIGH,4,5000,2025-01-01
2079,551,HIGH,0,0,2025-01-01
2080,501,HIGH,1,15000,2025-01-01
2081,528,LOW,3,0,2025-01-01
2082,733,HIGH,4,0,2025-01-01
2083,806,LOW,4,0,2025-01-01
2084,596,HIGH,1,0,2025-01-01
2085,394,MEDIUM,3,0,2025-01-01
2086,538,HIGH,1,5000,2025-01-01
2087,715,HIGH,1,0,2025-01-01
2088,489,LOW,4,0,2025-01-01
2089,677,HIGH,0,5000,2025-01-01
2090,589,HIGH,0,0,2025-01-01
2091,611,HIGH,0,0,2025-01-01
2092,561,MEDIUM,3,0,2025-01-01
2093,322,HIGH,2,0,2025-01-01
2094,395,MEDIUM,3,0,2025-01-01
2095,429,LOW,3,0,2025-01-01
2096,463,LOW,1,0,2025-01-01
2097,538,LOW,4,15000,2025-01-01
2098,571,MEDIUM,4,0,2025-01-01
2099,629,LOW,0,5000,2025-01-01
2100,486,LOW,2,5000,2025-01-01
2101,785,LOW,0,0,2025-01-01
2102,826,LOW,4,5000,2025-01-01
2103,615,MEDIUM,2,0,2025-01-01
2104,465,MEDIUM,4,0,2025-01-01
2105,663,HIGH,4,0,2025-01-01
2106,471,MEDIUM,0,0,2025-01-01
2107,517,HIGH,2,15000,2025-01-01
2108,452,LOW,1,5000,2025-01-01
2109,321,HIGH,3,15000,2025-01-01
2110,665,HIGH,2,0,2025-01-01
2111,668,LOW,3,0,2025-01-01
2112,818,HIGH,1,15000,2025-01-01
2113,645,LOW,4,5000,2025-01-01
2114,733,MEDIUM,1,0,2025-01-01
2115,722,HIGH,4,0,2025-01-01
2116,616,LOW,3,0,2025-01-01
2117,577,MEDIUM,1,0,2025-01-01
2118,350,HIGH,1,15000,2025-01-01
2119,820,HIGH,0,0,2025-01-01
2120,335,MEDIUM,4,0,2025-01-01
2121,555,HIGH,0,15000,2025-01-01
2122,650,MEDIUM,3,0,2025-01-01
2123,691,LOW,4,0,2025-01-01
2124,445,LOW,3,0,2025-01-01
2125,457,MEDIUM,2,0,2025-01-01
2126,555,LOW,3,0,2025-01-01
2127,479,HIGH,2,0,2025-01-01
2128,360,LOW,1,0,2025-01-01
2129,819,HIGH,3,0,2025-01-01
2130,574,MEDIUM,4,0,2025-01-01
2131,846,MEDIUM,4,0,2025-01-01
2132,719,HIGH,3,0,2025-01-01
2133,385,MEDIUM,1,0,2025-01-01
2134,765,LOW,0,0,2025-01-01
2135,713,LOW,4,15000,2025-01-01
2136,560,MEDIUM,3,0,2025-01-01
2137,754,HIGH,0,15000,2025-01-01
2138,836,LOW,4,15000,2025-01-01
2139,648,HIGH,0,0,2025-01-01
2140,421,LOW,3,0,2025-01-01
2141,523,MEDIUM,0,0,2025-01-01
2142,627,MEDIUM,4,15000,2025-01-01
2143,360,MEDIUM,3,15000,2025-01-01
2144,468,HIGH,2,5000,2025-01-01
2145,713,MEDIUM,2,0,2025-01-01
2146,526,LOW,1,5000,2025-01-01
2147,436,LOW,3,15000,2025-01-01
2148,485,HIGH,4,0,2025-01-01
2149,674,LOW,4,0,2025-01-01
2150,714,MEDIUM,3,0,2025-01-01
2151,519,HIGH,3,0,2025-01-01
2152,697,LOW,1,5000,2025-01-01
2153,358,LOW,1,0,2025-01-01
2154,403,LOW,0,0,2025-01-01
2155,443,MEDIUM,0,15000,2025-01-01
2156,814,HIGH,1,5000,2025-01-01
2157,426,HIGH,1,15000,2025-01-01
2158,374,MEDIUM,4,0,2025-01-01
2159,738,HIGH,3,15000,2025-01-01
2160,677,MEDIUM,0,15000,2025-01-01
2161,428,MEDIUM,4,0,2025-01-01
2162,532,LOW,3,0,2025-01-01
2163,417,MEDIUM,0,0,2025-01-01
2164,597,LOW,2,0,2025-01-01
2165,730,MEDIUM,3,0,2025-01-01
2166,780,MEDIUM,4,0,2025-01-01
2167,390,HIGH,1,0,2025-01-01
2168,653,LOW,0,15000,2025-01-01
2169,727,LOW,1,0,2025-01-01
2170,719,HIGH,2,15000,2025-01-01
2171,618,LOW,1,15000,2025-01-01
2172,429,MEDIUM,4,0,2025-01-01
2173,622,HIGH,3,0,2025-01-01
2174,671,HIGH,3,15000,2025-01-01
2175,614,MEDIUM,2,5000,2025-01-01
2176,528,MEDIUM,0,5000,2025-01-01
2177,630,HIGH,4,5000,2025-01-01
2178,353,MEDIUM,2,0,2025-01-01
2179,494,MEDIUM,4,0,2025-01-01
2180,734,MEDIUM,0,0,2025-01-01
2181,311,LOW,2,0,2025-01-01
2182,530,LOW,3,0,2025-01-01
2183,782,HIGH,4,0,2025-01-01
2184,690,MEDIUM,2,0,2025-01-01
2185,376,MEDIUM,0,0,2025-01-01
2186,720,MEDIUM,4,0,2025-01-01
2187,782,LOW,3,0,2025-01-01
2188,303,HIGH,4,0,2025-01-01
2189,314,MEDIUM,0,15000,2025-01-01
2190,706,MEDIUM,2,0,2025-01-01
2191,714,MEDIUM,2,0,2025-01-01
2192,396,MEDIUM,1,0,2025-01-01
2193,596,HIGH,3,15000,2025-01-01
2194,332,LOW,1,15000,2025-01-01
2195,580,MEDIUM,2,0,2025-01-01
2196,813,HIGH,2,0,2025-01-01
2197,386,LOW,4,0,2025-01-01
2198,834,HIGH,2,0,2025-01-01
2199,304,LOW,2,0,2025-01-01
2200,376,MEDIUM,4,0,2025-01-01
2201,813,MEDIUM,3,0,2025-01-01
2202,799,HIGH,0,0,2025-01-01
2203,677,MEDIUM,1,0,2025-01-01
2204,572,MEDIUM,3,15000,2025-01-01
2205,580,HIGH,4,0,2025-01-01
2206,396,LOW,1,15000,2025-01-01
2207,361,LOW,1,15000,2025-01-01
2208,563,MEDIUM,4,0,2025-01-01
2209,570,MEDIUM,0,0,2025-01-01
2210,565,HIGH,2,15000,2025-01-01
2211,401,HIGH,1,15000,2025-01-01
2212,641,LOW,0,0,2025-01-01
2213,406,MEDIUM,1,0,2025-01-01
2214,734,HIGH,3,0,2025-01-01
2215,402,HIGH,1,5000,2025-01-01
2216,558,MEDIUM,2,5000,2025-01-01
2217,358,HIGH,2,0,2025-01-01
2218,608,MEDIUM,0,0,2025-01-01
2219,547,LOW,4,0,2025-01-01
2220,339,LOW,3,0,2025-01-01
2221,538,LOW,1,0,2025-01-01
2222,644,MEDIUM,1,0,2025-01-01
2223,653,LOW,0,0,2025-01-01
2224,825,HIGH,3,0,2025-01-01
2225,409,MEDIUM,3,0,2025-01-01
2226,378,LOW,0,0,2025-01-01
2227,721,LOW,3,0,2025-01-01
2228,335,HIGH,4,0,2025-01-01
2229,481,MEDIUM,3,0,2025-01-01
2230,742,HIGH,1,0,2025-01-01
2231,587,HIGH,0,15000,2025-01-01
2232,532,HIGH,1,5000,2025-01-01
2233,341,LOW,3,0,2025-01-01
2234,826,MEDIUM,0,0,2025-01-01
2235,790,LOW,3,0,2025-01-01
2236,329,MEDIUM,1,0,2025-01-01
2237,615,HIGH,3,0,2025-01-01
2238,790,MEDIUM,3,0,2025-01-01
2239,410,LOW,1,0,2025-01-01
2240,428,LOW,4,5000,2025-01-01
2241,497,MEDIUM,0,0,2025-01-01
2242,560,HIGH,3,0,2025-01-01
2243,529,MEDIUM,2,0,2025-01-01
2244,537,LOW,1,0,2025-01-01
2245,618,HIGH,2,5000,2025-01-01
2246,568,LOW,3,15000,2025-01-01
2247,400,HIGH,3,15000,2025-01-01
2248,702,MEDIUM,3,0,2025-01-01
2249,703,HIGH,0,5000,2025-01-01
2250,518,HIGH,1,0,2025-01-01
2251,660,HIGH,1,0,2025-01-01
2252,726,LOW,3,15000,2025-01-01
2253,717,LOW,2,0,2025-01-01
2254,306,LOW,1,0,2025-01-01
2255,492,HIGH,4,0,2025-01-01
2256,673,LOW,4,0,2025-01-01
2257,366,MEDIUM,2,5000,2025-01-01
2258,555,LOW,3,0,2025-01-01
2259,449,LOW,2,15000,2025-01-01
2260,347,LOW,4,0,2025-01-01
2261,313,MEDIUM,0,5000,2025-01-01
2262,441,HIGH,0,0,2025-01-01
2263,678,HIGH,2,0,2025-01-01
2264,674,LOW,4,15000,2025-01-01
2265,312,HIGH,3,0,2025-01-01
2266,327,LOW,0,0,2025-01-01
2267,576,MEDIUM,4,0,2025-01-01
2268,844,MEDIUM,4,5000,2025-01-01
2269,838,HIGH,3,0,2025-01-01
2270,628,MEDIUM,2,0,2025-01-01
2271,428,MEDIUM,3,5000,2025-01-01
2272,797,LOW,2,0,2025-01-01
2273,339,LOW,0,0,2025-01-01
2274,506,HIGH,3,0,2025-01-01
2275,834,LOW,1,0,2025-01-01
2276,533,HIGH,4,0,2025-01-01
2277,562,MEDIUM,0,0,2025-01-01
2278,618,LOW,0,5000,2025-01-01
2279,506,LOW,4,15000,2025-01-01
2280,588,HIGH,4,0,2025-01-01
2281,684,MEDIUM,1,0,2025-01-01
2282,555,HIGH,2,0,2025-01-01
2283,307,LOW,1,5000,2025-01-01
2284,842,MEDIUM,1,0,2025-01-01
2285,556,HIGH,0,0,2025-01-01
2286,462,LOW,4,0,2025-01-01
